path_id,od_id,local_path_id,path_type,origin_customer_id,destination_customer_id,origin_node,destination_node,node_path,arc_path,path_length_km,free_flow_time_h,congested_arc_count,is_ev
2716,929,2,detour_3,Customer_48,Customer_7,27,11,"[27, 51, 11]","[280, 137]",14.673088111462253,0.26678342020840456,0,0
2717,930,0,shortest,Customer_48,Customer_26,27,31,"[27, 69, 31]","[274, 311]",7.828653673153415,0.14233915769369845,1,0
2718,930,1,detour_2,Customer_48,Customer_26,27,31,"[27, 69, 18, 31]","[274, 215, 206]",8.025129225480509,0.1471739878236821,2,0
2719,930,2,detour_3,Customer_48,Customer_26,27,31,"[27, 74, 31]","[278, 309]",9.689316695172087,0.1761693944576743,2,0
2720,931,0,shortest,Customer_48,Customer_67,27,31,"[27, 69, 31]","[274, 311]",7.828653673153415,0.14233915769369845,1,0
2721,931,1,detour_2,Customer_48,Customer_67,27,31,"[27, 69, 18, 31]","[274, 215, 206]",8.025129225480509,0.1471739878236821,2,0
2722,931,2,detour_3,Customer_48,Customer_67,27,31,"[27, 74, 31]","[278, 309]",9.689316695172087,0.1761693944576743,2,0
2723,932,0,shortest,Customer_48,Customer_35,27,8,"[27, 59, 8]","[270, 105]",8.007414809607011,0.14558936017467294,1,0
2724,932,1,detour_2,Customer_48,Customer_35,27,8,"[27, 59, 72, 8]","[270, 440, 95]",8.012894416303311,0.16826172248214272,2,0
2725,932,2,detour_3,Customer_48,Customer_35,27,8,"[27, 74, 8]","[278, 107]",8.644638023860512,0.17245496229542612,2,0
2726,933,0,shortest,Customer_48,Customer_41,27,8,"[27, 59, 8]","[270, 105]",8.007414809607011,0.14558936017467294,1,0
2727,933,1,detour_2,Customer_48,Customer_41,27,8,"[27, 59, 72, 8]","[270, 440, 95]",8.012894416303311,0.16826172248214272,2,0
2728,933,2,detour_3,Customer_48,Customer_41,27,8,"[27, 74, 8]","[278, 107]",8.644638023860512,0.17245496229542612,2,0
2729,934,0,shortest,Customer_48,Customer_46,27,8,"[27, 59, 8]","[270, 105]",8.007414809607011,0.14558936017467294,1,0
2730,934,1,detour_2,Customer_48,Customer_46,27,8,"[27, 59, 72, 8]","[270, 440, 95]",8.012894416303311,0.16826172248214272,2,0
2731,934,2,detour_3,Customer_48,Customer_46,27,8,"[27, 74, 8]","[278, 107]",8.644638023860512,0.17245496229542612,2,0
2732,935,0,shortest,Customer_48,Customer_2,27,55,"[27, 59, 55]","[270, 419]",7.764225464726492,0.14116773572229985,1,0
2733,935,1,detour_2,Customer_48,Customer_2,27,55,"[27, 74, 55]","[278, 415]",7.854726067586222,0.15270716338856888,2,0
2734,935,2,detour_3,Customer_48,Customer_2,27,55,"[27, 59, 74, 55]","[270, 438, 415]",7.855397597326695,0.1643243020077273,2,0
2735,936,0,shortest,Customer_48,Customer_24,27,22,"[27, 69, 22]","[274, 239]",9.07113402567479,0.16492970955772346,0,0
2736,936,1,detour_2,Customer_48,Customer_24,27,22,"[27, 69, 5, 22]","[274, 55, 56]",9.801516513250226,0.18121931712300027,0,0
2737,936,2,detour_3,Customer_48,Customer_24,27,22,"[27, 68, 22]","[276, 245]",10.245274041220501,0.18627770984037273,0,0
2738,937,0,shortest,Customer_48,Customer_6,27,5,"[27, 69, 5]","[274, 55]",9.360060703877451,0.17018292188868092,0,0
2739,937,1,detour_2,Customer_48,Customer_6,27,5,"[27, 69, 22, 5]","[274, 239, 57]",9.512589835047564,0.1759661047920428,0,0
2740,937,2,detour_3,Customer_48,Customer_6,27,5,"[27, 68, 5]","[276, 63]",10.050569288788715,0.1827376234325221,0,0
2741,938,0,shortest,Customer_48,Customer_71,27,32,"[27, 28, 32]","[272, 288]",8.492662331171083,0.15441204238492878,0,0
2742,938,1,detour_2,Customer_48,Customer_71,27,32,"[27, 59, 55, 32]","[270, 419, 317]",11.995152019040997,0.21809367307347266,2,0
2743,938,2,detour_3,Customer_48,Customer_71,27,32,"[27, 74, 55, 32]","[278, 415, 317]",12.085652621900728,0.2296331007397417,3,0
2744,939,0,shortest,Customer_48,Customer_14,27,17,"[27, 74, 17]","[278, 205]",9.281516162087225,0.16875483931067684,2,0
2745,939,1,avoid_congestion,Customer_48,Customer_14,27,17,"[27, 59, 74, 17]","[270, 438, 205]",9.282187691827698,0.18037197792983525,2,0
2746,939,2,detour_3,Customer_48,Customer_14,27,17,"[27, 59, 8, 17]","[270, 105, 96]",9.635373253413803,0.18628832126984277,2,0
2747,940,0,shortest,Customer_48,Customer_29,27,17,"[27, 74, 17]","[278, 205]",9.281516162087225,0.16875483931067684,2,0
2748,940,1,avoid_congestion,Customer_48,Customer_29,27,17,"[27, 59, 74, 17]","[270, 438, 205]",9.282187691827698,0.18037197792983525,2,0
2749,940,2,detour_3,Customer_48,Customer_29,27,17,"[27, 59, 8, 17]","[270, 105, 96]",9.635373253413803,0.18628832126984277,2,0
2750,941,0,shortest,Customer_48,Customer_31,27,17,"[27, 74, 17]","[278, 205]",9.281516162087225,0.16875483931067684,2,0
2751,941,1,avoid_congestion,Customer_48,Customer_31,27,17,"[27, 59, 74, 17]","[270, 438, 205]",9.282187691827698,0.18037197792983525,2,0
2752,941,2,detour_3,Customer_48,Customer_31,27,17,"[27, 59, 8, 17]","[270, 105, 96]",9.635373253413803,0.18628832126984277,2,0
2753,942,0,same_node,Customer_49,Customer_32,46,46,[46],[],0.0,0.0,0,0
2754,943,0,shortest,Customer_49,Customer_27,46,33,"[46, 33]",[325],1.5169601422521861,0.03792400355630465,0,0
2755,943,1,detour_2,Customer_49,Customer_27,46,33,"[46, 10, 33]","[125, 126]",6.005187564696085,0.10918522844901972,0,0
2756,943,2,detour_3,Customer_49,Customer_27,46,33,"[46, 43, 33]","[377, 321]",7.663272768536478,0.13933223215520868,0,0
2757,944,0,shortest,Customer_49,Customer_79,46,33,"[46, 33]",[325],1.5169601422521861,0.03792400355630465,0,0
2758,944,1,detour_2,Customer_49,Customer_79,46,33,"[46, 10, 33]","[125, 126]",6.005187564696085,0.10918522844901972,0,0
2759,944,2,detour_3,Customer_49,Customer_79,46,33,"[46, 43, 33]","[377, 321]",7.663272768536478,0.13933223215520868,0,0
2760,945,0,shortest,Customer_49,Customer_51,46,10,"[46, 10]",[125],2.9737855300055998,0.054068827818283635,0,0
2761,945,1,detour_2,Customer_49,Customer_51,46,10,"[46, 33, 10]","[325, 127]",4.548362176942671,0.09304040418704074,0,0
2762,945,2,detour_3,Customer_49,Customer_51,46,10,"[46, 50, 10]","[384, 121]",6.840486519764978,0.12437248217754505,0,0
2763,946,0,shortest,Customer_49,Customer_38,46,14,"[46, 14]",[171],3.3391358276011216,0.060711560501838575,0,0
2764,946,1,detour_2,Customer_49,Customer_38,46,14,"[46, 33, 14]","[325, 173]",6.186755786954276,0.12282937891452446,0,0
2765,946,2,detour_3,Customer_49,Customer_38,46,14,"[46, 10, 33, 14]","[125, 126, 173]",10.674983209398174,0.19409060380723953,0,0
2766,947,0,shortest,Customer_49,Customer_52,46,43,"[46, 43]",[377],4.417849853099555,0.08032454278362827,0,0
2767,947,1,detour_2,Customer_49,Customer_52,46,43,"[46, 33, 43]","[325, 320]",4.762383057689108,0.09693169292788506,0,0
2768,947,2,detour_3,Customer_49,Customer_52,46,43,"[46, 10, 43]","[125, 130]",6.092848061337399,0.11077905566068,0,0
2769,948,0,shortest,Customer_49,Customer_58,46,43,"[46, 43]",[377],4.417849853099555,0.08032454278362827,0,0
2770,948,1,detour_2,Customer_49,Customer_58,46,43,"[46, 33, 43]","[325, 320]",4.762383057689108,0.09693169292788506,0,0
2771,948,2,detour_3,Customer_49,Customer_58,46,43,"[46, 10, 43]","[125, 130]",6.092848061337399,0.11077905566068,0,0
2772,949,0,shortest,Customer_49,Customer_9,46,34,"[46, 14, 34]","[171, 168]",5.381677972955689,0.11177511413570278,0,0
2773,949,1,detour_2,Customer_49,Customer_9,46,34,"[46, 14, 47, 34]","[171, 162, 329]",6.470319544202997,0.13899115341688545,1,0
2774,949,2,detour_3,Customer_49,Customer_9,46,34,"[46, 14, 26, 34]","[171, 164, 266]",9.318958894897934,0.1694356162708715,0,0
2775,950,0,shortest,Customer_49,Customer_21,46,67,"[46, 33, 67]","[325, 322]",5.1651259894699,0.10425429168753582,0,0
2776,950,1,detour_2,Customer_49,Customer_21,46,67,"[46, 43, 67]","[377, 374]",5.629346797224775,0.11061196638675877,0,0
2777,950,2,detour_3,Customer_49,Customer_21,46,67,"[46, 33, 43, 67]","[325, 320, 374]",5.973880001814328,0.12721911653101556,0,0
2778,951,0,shortest,Customer_49,Customer_22,46,67,"[46, 33, 67]","[325, 322]",5.1651259894699,0.10425429168753582,0,0
2779,951,1,detour_2,Customer_49,Customer_22,46,67,"[46, 43, 67]","[377, 374]",5.629346797224775,0.11061196638675877,0,0
2780,951,2,detour_3,Customer_49,Customer_22,46,67,"[46, 33, 43, 67]","[325, 320, 374]",5.973880001814328,0.12721911653101556,0,0
2781,952,0,shortest,Customer_49,Customer_71,46,32,"[46, 10, 32]","[125, 118]",5.58447046238596,0.10153582658883564,0,0
2782,952,1,detour_2,Customer_49,Customer_71,46,32,"[46, 50, 32]","[384, 319]",6.839635933974372,0.12435701698135222,1,0
2783,952,2,detour_3,Customer_49,Customer_71,46,32,"[46, 33, 10, 32]","[325, 127, 118]",7.159047109323032,0.14050740295759273,0,0
2784,953,0,shortest,Customer_49,Customer_30,46,47,"[46, 14, 47]","[171, 162]",5.598376919642931,0.1171925878028838,0,0
2785,953,1,detour_2,Customer_49,Customer_30,46,47,"[46, 14, 34, 47]","[171, 168, 328]",6.253620597515756,0.13357367974970444,1,0
2786,953,2,detour_3,Customer_49,Customer_30,46,47,"[46, 14, 65, 47]","[171, 166, 387]",8.57604220246983,0.1661119308652714,0,0
2787,954,0,shortest,Customer_49,Customer_60,46,47,"[46, 14, 47]","[171, 162]",5.598376919642931,0.1171925878028838,0,0
2788,954,1,detour_2,Customer_49,Customer_60,46,47,"[46, 14, 34, 47]","[171, 168, 328]",6.253620597515756,0.13357367974970444,1,0
2789,954,2,detour_3,Customer_49,Customer_60,46,47,"[46, 14, 65, 47]","[171, 166, 387]",8.57604220246983,0.1661119308652714,0,0
2790,955,0,shortest,Customer_49,Customer_65,46,47,"[46, 14, 47]","[171, 162]",5.598376919642931,0.1171925878028838,0,0
2791,955,1,detour_2,Customer_49,Customer_65,46,47,"[46, 14, 34, 47]","[171, 168, 328]",6.253620597515756,0.13357367974970444,1,0
2792,955,2,detour_3,Customer_49,Customer_65,46,47,"[46, 14, 65, 47]","[171, 166, 387]",8.57604220246983,0.1661119308652714,0,0
2793,956,0,shortest,Customer_49,Customer_2,46,55,"[46, 50, 55]","[384, 394]",6.386292656081796,0.11611441192875993,1,0
2794,956,1,detour_2,Customer_49,Customer_2,46,55,"[46, 10, 50, 55]","[125, 120, 394]",8.636250792763276,0.15702274168660502,1,0
2795,956,2,detour_3,Customer_49,Customer_2,46,55,"[46, 50, 74, 55]","[384, 396, 415]",9.195489662073323,0.17708468328833435,2,0
2796,957,0,shortest,Customer_49,Customer_17,46,38,"[46, 43, 38]","[377, 351]",6.932359012554782,0.12604289113735967,0,0
2797,957,1,detour_2,Customer_49,Customer_17,46,38,"[46, 10, 38]","[125, 128]",6.93378985477965,0.1260689064505391,0,0
2798,957,2,detour_3,Customer_49,Customer_17,46,38,"[46, 33, 43, 38]","[325, 320, 351]",7.276892217144336,0.14265004128161646,0,0
2799,958,0,shortest,Customer_49,Customer_74,46,38,"[46, 43, 38]","[377, 351]",6.932359012554782,0.12604289113735967,0,0
2800,958,1,detour_2,Customer_49,Customer_74,46,38,"[46, 10, 38]","[125, 128]",6.93378985477965,0.1260689064505391,0,0
2801,958,2,detour_3,Customer_49,Customer_74,46,38,"[46, 33, 43, 38]","[325, 320, 351]",7.276892217144336,0.14265004128161646,0,0
2802,959,0,shortest,Customer_49,Customer_50,46,26,"[46, 14, 26]","[171, 164]",6.531822898356477,0.11876041633375412,0,0
2803,959,1,detour_2,Customer_49,Customer_50,46,26,"[46, 14, 34, 26]","[171, 168, 267]",8.168813969497146,0.16245031407282018,0,0
2804,959,2,detour_3,Customer_49,Customer_50,46,26,"[46, 14, 47, 26]","[171, 162, 263]",7.53927851469997,0.1657151276793098,0,0
2805,960,0,shortest,Customer_49,Customer_69,46,9,"[46, 14, 26, 9]","[171, 164, 109]",7.687189248958811,0.14764457509881246,0,0
2806,960,1,detour_2,Customer_49,Customer_69,46,9,"[46, 14, 47, 9]","[171, 162, 113]",8.667932679344453,0.17300269252472966,0,0
2807,960,2,detour_3,Customer_49,Customer_69,46,9,"[46, 14, 34, 9]","[171, 168, 111]",9.27081386868914,0.182486675876311,0,0
2808,961,0,shortest,Customer_49,Customer_33,46,4,"[46, 50, 55, 4]","[384, 394, 47]",9.248468738768196,0.16815397706851265,2,0
2809,961,1,detour_2,Customer_49,Customer_33,46,4,"[46, 50, 55, 17, 4]","[384, 394, 199, 51]",9.357021571022557,0.19038263480227896,3,0
2810,961,2,detour_3,Customer_49,Customer_33,46,4,"[46, 50, 74, 17, 4]","[384, 396, 205, 51]",11.09550238005595,0.2049629247974829,3,0
2811,962,0,shortest,Customer_50,Customer_69,26,9,"[26, 9]",[109],1.1553663506023342,0.028884158765058354,0,0
2812,962,1,detour_2,Customer_50,Customer_69,26,9,"[26, 1, 9]","[13, 16]",4.0356602047597026,0.08319822473916856,0,0
2813,962,2,detour_3,Customer_50,Customer_69,26,9,"[26, 47, 9]","[262, 113]",5.010457354758562,0.10433264459827185,0,0
2814,963,0,shortest,Customer_50,Customer_30,26,47,"[26, 47]",[262],1.9409015950570396,0.04852253987642599,0,0
2815,963,1,detour_2,Customer_50,Customer_30,26,47,"[26, 34, 47]","[266, 328]",3.6590786211015223,0.07247376555111903,1,0
2816,963,2,detour_3,Customer_50,Customer_30,26,47,"[26, 9, 47]","[109, 112]",4.224922110303856,0.08469426348690422,0,0
2817,964,0,shortest,Customer_50,Customer_60,26,47,"[26, 47]",[262],1.9409015950570396,0.04852253987642599,0,0
2818,964,1,detour_2,Customer_50,Customer_60,26,47,"[26, 34, 47]","[266, 328]",3.6590786211015223,0.07247376555111903,1,0
2819,964,2,detour_3,Customer_50,Customer_60,26,47,"[26, 9, 47]","[109, 112]",4.224922110303856,0.08469426348690422,0,0
2820,965,0,shortest,Customer_50,Customer_65,26,47,"[26, 47]",[262],1.9409015950570396,0.04852253987642599,0,0
2821,965,1,detour_2,Customer_50,Customer_65,26,47,"[26, 34, 47]","[266, 328]",3.6590786211015223,0.07247376555111903,1,0
2822,965,2,detour_3,Customer_50,Customer_65,26,47,"[26, 9, 47]","[109, 112]",4.224922110303856,0.08469426348690422,0,0
2823,966,0,shortest,Customer_50,Customer_1,26,1,"[26, 1]",[13],2.595014455707521,0.047182081012864016,0,0
2824,966,1,detour_2,Customer_50,Customer_1,26,1,"[26, 9, 1]","[109, 17]",2.5960120996545157,0.0649003024913629,0,0
2825,966,2,detour_3,Customer_50,Customer_1,26,1,"[26, 47, 1]","[262, 15]",6.426013328586271,0.13007002594059386,0,0
2826,967,0,shortest,Customer_50,Customer_9,26,34,"[26, 34]",[266],2.787135996541456,0.05067519993711739,0,0
2827,967,1,detour_2,Customer_50,Customer_9,26,34,"[26, 47, 34]","[262, 329]",2.812844219617106,0.07032110549042764,1,0
2828,967,2,detour_3,Customer_50,Customer_9,26,34,"[26, 9, 34]","[109, 110]",5.044502246335786,0.09959572050566658,0,0
2829,968,0,shortest,Customer_50,Customer_38,26,14,"[26, 14]",[165],3.192687070755355,0.05804885583191555,0,0
2830,968,1,detour_2,Customer_50,Customer_38,26,14,"[26, 34, 14]","[266, 169]",4.829678141896024,0.10173875357098158,0,0
2831,968,2,detour_3,Customer_50,Customer_38,26,14,"[26, 47, 14]","[262, 163]",4.2001426870988485,0.10500356717747121,0,0
2832,969,0,shortest,Customer_50,Customer_34,26,66,"[26, 1, 66]","[13, 22]",7.615141868735924,0.13845712488610767,0,0
2833,969,1,detour_2,Customer_50,Customer_34,26,66,"[26, 9, 1, 66]","[109, 17, 22]",7.616139512682918,0.15617534636460656,0,0
2834,969,2,detour_3,Customer_50,Customer_34,26,66,"[26, 1, 61, 66]","[13, 10, 446]",8.433580101139345,0.16829161625043149,0,0
2835,970,0,shortest,Customer_50,Customer_73,26,66,"[26, 1, 66]","[13, 22]",7.615141868735924,0.13845712488610767,0,0
2836,970,1,detour_2,Customer_50,Customer_73,26,66,"[26, 9, 1, 66]","[109, 17, 22]",7.616139512682918,0.15617534636460656,0,0
2837,970,2,detour_3,Customer_50,Customer_73,26,66,"[26, 1, 61, 66]","[13, 10, 446]",8.433580101139345,0.16829161625043149,0,0
2838,971,0,shortest,Customer_50,Customer_32,26,46,"[26, 14, 46]","[165, 170]",6.531822898356477,0.11876041633375412,0,0
2839,971,1,detour_2,Customer_50,Customer_32,26,46,"[26, 34, 14, 46]","[266, 169, 170]",8.168813969497146,0.16245031407282015,0,0
2840,971,2,detour_3,Customer_50,Customer_32,26,46,"[26, 47, 14, 46]","[262, 163, 170]",7.53927851469997,0.1657151276793098,0,0
2841,972,0,shortest,Customer_50,Customer_49,26,46,"[26, 14, 46]","[165, 170]",6.531822898356477,0.11876041633375412,0,0
2842,972,1,detour_2,Customer_50,Customer_49,26,46,"[26, 34, 14, 46]","[266, 169, 170]",8.168813969497146,0.16245031407282015,0,0
2843,972,2,detour_3,Customer_50,Customer_49,26,46,"[26, 47, 14, 46]","[262, 163, 170]",7.53927851469997,0.1657151276793098,0,0
2844,973,0,shortest,Customer_50,Customer_33,26,4,"[26, 14, 46, 50, 55, 4]","[165, 170, 384, 394, 47]",15.780291637124673,0.28691439340226677,2,0
2845,973,1,detour_2,Customer_50,Customer_33,26,4,"[26, 14, 46, 50, 55, 17, 4]","[165, 170, 384, 394, 199, 51]",15.888844469379034,0.3091430511360331,3,0
2846,973,2,detour_3,Customer_50,Customer_33,26,4,"[26, 14, 46, 50, 74, 17, 4]","[165, 170, 384, 396, 205, 51]",17.627325278412428,0.32372334113123696,3,0
2847,974,0,shortest,Customer_50,Customer_18,26,57,"[26, 1, 61, 57]","[13, 10, 429]",9.532060907515966,0.1733101983184721,0,0
2848,974,1,detour_2,Customer_50,Customer_18,26,57,"[26, 1, 61, 16, 57]","[13, 10, 189, 184]",9.793432489564408,0.1797388538030062,0,0
2849,974,2,detour_3,Customer_50,Customer_18,26,57,"[26, 1, 66, 57]","[13, 22, 431]",9.377433194665103,0.18251440803433716,0,0
2850,975,0,shortest,Customer_50,Customer_14,26,17,"[26, 14, 46, 50, 55, 17]","[165, 170, 384, 394, 199]",15.41562184589741,0.2973124855489925,2,0
2851,975,1,detour_2,Customer_50,Customer_14,26,17,"[26, 14, 46, 50, 55, 4, 17]","[165, 170, 384, 394, 47, 50]",16.2535142606063,0.29874495898930736,3,0
2852,975,2,detour_3,Customer_50,Customer_14,26,17,"[26, 14, 46, 50, 74, 17]","[165, 170, 384, 396, 205]",17.154102654930803,0.31189277554419637,2,0
2853,976,0,shortest,Customer_50,Customer_29,26,17,"[26, 14, 46, 50, 55, 17]","[165, 170, 384, 394, 199]",15.41562184589741,0.2973124855489925,2,0
2854,976,1,detour_2,Customer_50,Customer_29,26,17,"[26, 14, 46, 50, 55, 4, 17]","[165, 170, 384, 394, 47, 50]",16.2535142606063,0.29874495898930736,3,0
2855,976,2,detour_3,Customer_50,Customer_29,26,17,"[26, 14, 46, 50, 74, 17]","[165, 170, 384, 396, 205]",17.154102654930803,0.31189277554419637,2,0
2856,977,0,shortest,Customer_50,Customer_31,26,17,"[26, 14, 46, 50, 55, 17]","[165, 170, 384, 394, 199]",15.41562184589741,0.2973124855489925,2,0
2857,977,1,detour_2,Customer_50,Customer_31,26,17,"[26, 14, 46, 50, 55, 4, 17]","[165, 170, 384, 394, 47, 50]",16.2535142606063,0.29874495898930736,3,0
2858,977,2,detour_3,Customer_50,Customer_31,26,17,"[26, 14, 46, 50, 74, 17]","[165, 170, 384, 396, 205]",17.154102654930803,0.31189277554419637,2,0
2859,978,0,shortest,Customer_50,Customer_28,26,16,"[26, 1, 61, 16]","[13, 10, 189]",9.54755390396192,0.173591889162944,0,0
2860,978,1,detour_2,Customer_50,Customer_28,26,16,"[26, 1, 61, 57, 16]","[13, 10, 429, 185]",9.777939493118454,0.1794571629585343,0,0
2861,978,2,detour_3,Customer_50,Customer_28,26,16,"[26, 1, 66, 16]","[13, 22, 187]",9.543407657357257,0.186663769601641,0,0
2862,979,0,shortest,Customer_50,Customer_66,26,16,"[26, 1, 61, 16]","[13, 10, 189]",9.54755390396192,0.173591889162944,0,0
2863,979,1,detour_2,Customer_50,Customer_66,26,16,"[26, 1, 61, 57, 16]","[13, 10, 429, 185]",9.777939493118454,0.1794571629585343,0,0
2864,979,2,detour_3,Customer_50,Customer_66,26,16,"[26, 1, 66, 16]","[13, 22, 187]",9.543407657357257,0.186663769601641,0,0
2865,980,0,shortest,Customer_50,Customer_27,26,33,"[26, 14, 33]","[165, 172]",7.862482715457444,0.14295423119013534,0,0
2866,980,1,detour_2,Customer_50,Customer_27,26,33,"[26, 14, 46, 33]","[165, 170, 325]",8.048783040608663,0.15668441989005877,0,0
2867,980,2,detour_3,Customer_50,Customer_27,26,33,"[26, 34, 14, 33]","[266, 169, 172]",9.499473786598113,0.1866441289292014,0,0
2868,981,0,shortest,Customer_50,Customer_79,26,33,"[26, 14, 33]","[165, 172]",7.862482715457444,0.14295423119013534,0,0
2869,981,1,detour_2,Customer_50,Customer_79,26,33,"[26, 14, 46, 33]","[165, 170, 325]",8.048783040608663,0.15668441989005877,0,0
2870,981,2,detour_3,Customer_50,Customer_79,26,33,"[26, 34, 14, 33]","[266, 169, 172]",9.499473786598113,0.1866441289292014,0,0
2871,982,0,shortest,Customer_51,Customer_71,10,32,"[10, 32]",[118],2.61068493238036,0.047466998770552,0,0
2872,982,1,detour_2,Customer_51,Customer_71,10,32,"[10, 76, 32]","[122, 315]",4.342398913741374,0.08756291664987328,0,0
2873,982,2,detour_3,Customer_51,Customer_71,10,32,"[10, 50, 32]","[120, 319]",6.115808540650252,0.11119651892091367,1,0
2874,983,0,shortest,Customer_51,Customer_32,10,46,"[10, 46]",[124],2.9737855300055998,0.054068827818283635,0,0
2875,983,1,detour_2,Customer_51,Customer_32,10,46,"[10, 33, 46]","[126, 324]",4.548362176942671,0.09304040418704074,0,0
2876,983,2,detour_3,Customer_51,Customer_32,10,46,"[10, 50, 46]","[120, 385]",6.840486519764978,0.12437248217754505,0,0
2877,984,0,shortest,Customer_51,Customer_49,10,46,"[10, 46]",[124],2.9737855300055998,0.054068827818283635,0,0
2878,984,1,detour_2,Customer_51,Customer_49,10,46,"[10, 33, 46]","[126, 324]",4.548362176942671,0.09304040418704074,0,0
2879,984,2,detour_3,Customer_51,Customer_49,10,46,"[10, 50, 46]","[120, 385]",6.840486519764978,0.12437248217754505,0,0
2880,985,0,shortest,Customer_51,Customer_27,10,33,"[10, 33]",[126],3.0314020346904846,0.055116400630736084,0,0
2881,985,1,detour_2,Customer_51,Customer_27,10,33,"[10, 46, 33]","[124, 325]",4.490745672257786,0.09199283137458829,0,0
2882,985,2,detour_3,Customer_51,Customer_27,10,33,"[10, 43, 33]","[130, 321]",6.364485446768722,0.11571791721397677,0,0
2883,986,0,shortest,Customer_51,Customer_79,10,33,"[10, 33]",[126],3.0314020346904846,0.055116400630736084,0,0
2884,986,1,detour_2,Customer_51,Customer_79,10,33,"[10, 46, 33]","[124, 325]",4.490745672257786,0.09199283137458829,0,0
2885,986,2,detour_3,Customer_51,Customer_79,10,33,"[10, 43, 33]","[130, 321]",6.364485446768722,0.11571791721397677,0,0
2886,987,0,shortest,Customer_51,Customer_52,10,43,"[10, 43]",[130],3.1190625313317994,0.056710227842396356,0,0
2887,987,1,detour_2,Customer_51,Customer_52,10,43,"[10, 67, 43]","[132, 375]",5.468610286420946,0.1076894843721437,0,0
2888,987,2,detour_3,Customer_51,Customer_52,10,43,"[10, 33, 43]","[126, 320]",6.276824950127407,0.11412409000231649,0,0
2889,988,0,shortest,Customer_51,Customer_58,10,43,"[10, 43]",[130],3.1190625313317994,0.056710227842396356,0,0
2890,988,1,detour_2,Customer_51,Customer_58,10,43,"[10, 67, 43]","[132, 375]",5.468610286420946,0.1076894843721437,0,0
2891,988,2,detour_3,Customer_51,Customer_58,10,43,"[10, 33, 43]","[126, 320]",6.276824950127407,0.11412409000231649,0,0
2892,989,0,shortest,Customer_51,Customer_17,10,38,"[10, 38]",[128],3.96000432477405,0.07200007863225545,0,0
2893,989,1,detour_2,Customer_51,Customer_17,10,38,"[10, 43, 38]","[130, 351]",5.6335716907870275,0.10242857619612777,0,0
2894,989,2,detour_3,Customer_51,Customer_17,10,38,"[10, 76, 38]","[122, 355]",6.754933979677824,0.12281698144868772,0,0
2895,990,0,shortest,Customer_51,Customer_74,10,38,"[10, 38]",[128],3.96000432477405,0.07200007863225545,0,0
2896,990,1,detour_2,Customer_51,Customer_74,10,38,"[10, 43, 38]","[130, 351]",5.6335716907870275,0.10242857619612777,0,0
2897,990,2,detour_3,Customer_51,Customer_74,10,38,"[10, 76, 38]","[122, 355]",6.754933979677824,0.12281698144868772,0,0
2898,991,0,shortest,Customer_51,Customer_21,10,67,"[10, 67]",[132],4.257113342295726,0.07740206076901321,0,0
2899,991,1,detour_2,Customer_51,Customer_21,10,67,"[10, 43, 67]","[130, 374]",4.330559475457019,0.08699765144552685,0,0
2900,991,2,detour_3,Customer_51,Customer_21,10,67,"[10, 33, 67]","[126, 322]",6.6795678819081985,0.12144668876196725,0,0
2901,992,0,shortest,Customer_51,Customer_22,10,67,"[10, 67]",[132],4.257113342295726,0.07740206076901321,0,0
2902,992,1,detour_2,Customer_51,Customer_22,10,67,"[10, 43, 67]","[130, 374]",4.330559475457019,0.08699765144552685,0,0
2903,992,2,detour_3,Customer_51,Customer_22,10,67,"[10, 33, 67]","[126, 322]",6.6795678819081985,0.12144668876196725,0,0
2904,993,0,shortest,Customer_51,Customer_2,10,55,"[10, 50, 55]","[120, 394]",5.662465262757676,0.10295391386832137,1,0
2905,993,1,detour_2,Customer_51,Customer_2,10,55,"[10, 32, 55]","[118, 316]",6.841611486694866,0.12439293612172483,1,0
2906,993,2,detour_3,Customer_51,Customer_2,10,55,"[10, 32, 50, 55]","[118, 318, 394]",8.27229960934743,0.15040544744268056,2,0
2907,994,0,shortest,Customer_51,Customer_38,10,14,"[10, 46, 14]","[124, 171]",6.312921357606721,0.11478038832012222,0,0
2908,994,1,detour_2,Customer_51,Customer_38,10,14,"[10, 33, 14]","[126, 173]",7.701197679392575,0.14002177598895588,0,0
2909,994,2,detour_3,Customer_51,Customer_38,10,14,"[10, 33, 46, 14]","[126, 324, 171]",7.887498004543793,0.1537519646888793,0,0
2910,995,0,shortest,Customer_51,Customer_3,10,74,"[10, 50, 74]","[120, 396]",7.020547818655694,0.12764632397555808,1,0
2911,995,1,detour_2,Customer_51,Customer_3,10,74,"[10, 50, 55, 74]","[120, 394, 414]",7.113579712851185,0.1392317751206591,2,0
2912,995,2,detour_3,Customer_51,Customer_3,10,74,"[10, 32, 55, 74]","[118, 316, 414]",8.292725936788376,0.16067079737406256,2,0
2913,996,0,shortest,Customer_51,Customer_42,10,74,"[10, 50, 74]","[120, 396]",7.020547818655694,0.12764632397555808,1,0
2914,996,1,detour_2,Customer_51,Customer_42,10,74,"[10, 50, 55, 74]","[120, 394, 414]",7.113579712851185,0.1392317751206591,2,0
2915,996,2,detour_3,Customer_51,Customer_42,10,74,"[10, 32, 55, 74]","[118, 316, 414]",8.292725936788376,0.16067079737406256,2,0
2916,997,0,shortest,Customer_51,Customer_47,10,74,"[10, 50, 74]","[120, 396]",7.020547818655694,0.12764632397555808,1,0
