arc_id,from_node,to_node,length_km,t0_h,capacity_veh_h,alpha,beta,free_speed_kmh,edge_kind,road_class,is_congested,congestion_time_penalty,flow_veh_h,bpr_time_h
404,52,79,5.102801077875971,0.09277820141592674,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,423.33333333333337,0.09299374846864568
405,79,52,5.102801077875971,0.09277820141592674,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,423.3333333333333,0.09299374846864568
406,53,60,2.9557605421352497,0.05374110076609545,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,186.66666666666663,0.0537458207435235
407,60,53,2.9557605421352497,0.05374110076609545,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,186.66666666666669,0.0537458207435235
408,53,63,3.060731531898879,0.05564966421634325,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,796.0,0.05726581208572393
409,63,53,3.060731531898879,0.05564966421634325,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,796.0,0.05726581208572393
410,54,64,0.5434822043089015,0.013587055107722536,600.0,0.15,4.0,40.0,knn,local,False,1.0,244.66666666666663,0.013643407299874894
411,64,54,0.5434822043089015,0.013587055107722536,600.0,0.15,4.0,40.0,knn,local,False,1.0,244.66666666666663,0.013643407299874894
412,54,77,3.345813394834769,0.06083297081517762,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,191.99999999999997,0.060838950939540636
413,77,54,3.345813394834769,0.06083297081517762,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,191.99999999999997,0.060838950939540636
414,55,74,1.451114450093509,0.03627786125233772,210.0,0.15,4.0,40.0,knn,local,True,3.0,104.0,0.03660519374130482
415,74,55,1.451114450093509,0.03627786125233772,210.0,0.15,4.0,40.0,knn,local,True,3.0,103.99999999999997,0.03660519374130481
416,55,72,2.302435720372663,0.05756089300931657,210.0,0.15,4.0,40.0,knn,local,True,3.0,40.0,0.057572258326707766
417,72,55,2.302435720372663,0.05756089300931657,210.0,0.15,4.0,40.0,knn,local,True,3.0,40.0,0.057572258326707766
418,55,59,3.061998568995281,0.05567270125445966,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,398.0,0.06240663252791096
419,59,55,3.061998568995281,0.05567270125445966,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,398.0,0.06240663252791096
420,56,78,6.963892800465737,0.12661623273574066,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,665.9999999999995,0.12841822357644506
421,78,56,6.963892800465737,0.12661623273574066,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,666.0,0.12841822357644506
422,56,62,6.364542174036592,0.11571894861884713,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,64.0,0.11571908905879189
423,62,56,6.364542174036592,0.11571894861884713,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,64.0,0.11571908905879189
424,56,71,13.449625375227917,0.24453864318596213,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.24453864318596213
425,71,56,13.449625375227917,0.24453864318596213,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.24453864318596213
426,57,77,5.627543336513053,0.10231896975478279,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,3557.999999999999,1.2884869829666925
427,77,57,5.627543336513053,0.10231896975478279,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,3558.0,1.2884869829666932
428,57,61,3.291704253401656,0.05984916824366647,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1357.3333333333335,0.07454419741248201
429,61,57,3.291704253401656,0.05984916824366647,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1357.3333333333333,0.07454419741248201
430,57,66,1.7622913259291795,0.04405728314822949,600.0,0.15,4.0,40.0,knn,local,False,1.0,536.0,0.04826613005146496
431,66,57,1.7622913259291795,0.04405728314822949,600.0,0.15,4.0,40.0,knn,local,False,1.0,535.9999999999997,0.04826613005146495
432,57,62,9.309079255199084,0.16925598645816517,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,48.0,0.16925605145246397
433,62,57,9.309079255199084,0.16925598645816517,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,47.99999999999999,0.16925605145246397
434,57,78,5.777504938037145,0.10504554432794809,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,731.3333333333331,0.10721927325486719
435,78,57,5.777504938037145,0.10504554432794809,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,731.3333333333333,0.10721927325486719
436,58,70,8.749746981384957,0.15908630875245378,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.15908630875245378
437,70,58,8.749746981384957,0.15908630875245378,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,0.0,0.15908630875245378
438,59,74,1.7020562515019755,0.04255140628754939,210.0,0.15,4.0,40.0,knn,local,True,3.0,60.0,0.04259393997146864
439,74,59,1.7020562515019755,0.04255140628754939,210.0,0.15,4.0,40.0,knn,local,True,3.0,59.99999999999999,0.04259393997146864
440,59,72,2.0749800896283213,0.05187450224070803,210.0,0.15,4.0,40.0,knn,local,True,3.0,0.0,0.05187450224070803
441,72,59,2.0749800896283213,0.05187450224070803,210.0,0.15,4.0,40.0,knn,local,True,3.0,0.0,0.05187450224070803
442,59,69,3.6691543435410883,0.06671189715529251,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,361.3333333333333,0.07219377683006245
443,69,59,3.6691543435410883,0.06671189715529251,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,361.3333333333333,0.07219377683006245
444,60,63,3.7430373224663303,0.06805522404484236,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,245.33333333333331,0.06807305825916224
445,63,60,3.7430373224663303,0.06805522404484236,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,245.3333333333333,0.06807305825916224
446,61,66,2.1932234470250345,0.05483058617562586,600.0,0.15,4.0,40.0,knn,local,False,1.0,90.66666666666666,0.05483487461962886
447,66,61,2.1932234470250345,0.05483058617562586,600.0,0.15,4.0,40.0,knn,local,False,1.0,90.66666666666667,0.05483487461962886
448,61,78,6.6381932719690635,0.12069442312671025,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,369.33333333333326,0.12085687603882334
449,78,61,6.6381932719690635,0.12069442312671025,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,369.33333333333326,0.12085687603882334
450,62,78,3.5345214885525467,0.06426402706459176,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,16.0,0.06426402736925085
451,78,62,3.5345214885525467,0.06426402706459176,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,16.0,0.06426402736925085
452,64,77,3.177563684589809,0.05777388517436016,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1152.0,0.06513439276896184
453,77,64,3.177563684589809,0.05777388517436016,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,1152.0,0.06513439276896184
454,67,73,4.659281892161241,0.08471421622111347,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,750.6666666666665,0.08666007401307693
455,73,67,4.659281892161241,0.08471421622111347,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,750.6666666666666,0.08666007401307695
456,67,75,8.056935031624482,0.14648972784771785,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,298.66666666666663,0.14657404588075287
457,75,67,8.056935031624482,0.14648972784771785,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,298.6666666666667,0.14657404588075287
458,69,72,4.028713510092268,0.07324933654713214,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,128.0,0.07334412112308877
459,72,69,4.028713510092268,0.07324933654713214,420.0,0.15,4.0,55.0,knn,arterial,True,3.0,128.0,0.07334412112308877
460,72,74,1.22009310529712,0.030502327632428,210.0,0.15,4.0,40.0,knn,local,True,3.0,113.99999999999999,0.030899671456439896
461,74,72,1.22009310529712,0.030502327632428,210.0,0.15,4.0,40.0,knn,local,True,3.0,113.99999999999999,0.030899671456439896
462,73,75,3.5067050629793077,0.06375827387235104,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,568.0,0.06423833458842654
463,75,73,3.5067050629793077,0.06375827387235104,1200.0,0.15,4.0,55.0,knn,arterial,False,1.0,567.9999999999995,0.06423833458842654
